artist_name,artist_id,album_id,album_type,album_images,album_release_date,album_release_year,album_release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,analysis_url,time_signature,artists,available_markets,disc_number,duration_ms,explicit,track_href,is_local,track_name,track_preview_url,track_number,type,track_uri,external_urls.spotify,album_name,key_name,mode_name,key_mode
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3fG66EBBPGC0yBhpXQs8l8,album,,1994-01-01,1994,day,0.658,0.293,2,-11.043,1,0.0308,0.683,0,0.235,0.543,98.638,7F7ueUXVb16kzTVsPhTMCw,https://api.spotify.com/v1/audio-analysis/7F7ueUXVb16kzTVsPhTMCw,4,,,4,243840,FALSE,https://api.spotify.com/v1/tracks/7F7ueUXVb16kzTVsPhTMCw,FALSE,Thank You For The Music - Doris Day Mix,NA,3,track,spotify:track:7F7ueUXVb16kzTVsPhTMCw,https://open.spotify.com/track/7F7ueUXVb16kzTVsPhTMCw,Thank You For The Music,D,major,D major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3fG66EBBPGC0yBhpXQs8l8,album,,1994-01-01,1994,day,0.531,0.33,7,-11.731,1,0.0366,0.705,1.04e-6,0.0806,0.71,114.041,13Q3za5u0M7j44Ef6D8THC,https://api.spotify.com/v1/audio-analysis/13Q3za5u0M7j44Ef6D8THC,4,,,4,201066,FALSE,https://api.spotify.com/v1/tracks/13Q3za5u0M7j44Ef6D8THC,FALSE,Hej gamle man,NA,4,track,spotify:track:13Q3za5u0M7j44Ef6D8THC,https://open.spotify.com/track/13Q3za5u0M7j44Ef6D8THC,Thank You For The Music,G,major,G major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3fG66EBBPGC0yBhpXQs8l8,album,,1994-01-01,1994,day,0.514,0.65,2,-7.769,1,0.0283,0.131,1.73e-6,0.297,0.856,95.072,5o52NpLX3fN7cVLjvULdB3,https://api.spotify.com/v1/audio-analysis/5o52NpLX3fN7cVLjvULdB3,4,,,4,200760,FALSE,https://api.spotify.com/v1/tracks/5o52NpLX3fN7cVLjvULdB3,FALSE,Merry-Go-Round,NA,5,track,spotify:track:5o52NpLX3fN7cVLjvULdB3,https://open.spotify.com/track/5o52NpLX3fN7cVLjvULdB3,Thank You For The Music,D,major,D major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3fG66EBBPGC0yBhpXQs8l8,album,,1994-01-01,1994,day,0.511,0.778,4,-9.034,1,0.0296,0.0388,3.98e-5,0.0863,0.683,137.594,5yhkOQnEFIrgfVyuwBEBtN,https://api.spotify.com/v1/audio-analysis/5yhkOQnEFIrgfVyuwBEBtN,4,,,4,181706,FALSE,https://api.spotify.com/v1/tracks/5yhkOQnEFIrgfVyuwBEBtN,FALSE,Santa Rosa,NA,6,track,spotify:track:5yhkOQnEFIrgfVyuwBEBtN,https://open.spotify.com/track/5yhkOQnEFIrgfVyuwBEBtN,Thank You For The Music,E,major,E major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3fG66EBBPGC0yBhpXQs8l8,album,,1994-01-01,1994,day,0.58,0.715,5,-9.03,1,0.0308,0.0153,0,0.38,0.647,127.754,3bFSmNUJZTN7jaY6qo0Zji,https://api.spotify.com/v1/audio-analysis/3bFSmNUJZTN7jaY6qo0Zji,4,,,4,164960,FALSE,https://api.spotify.com/v1/tracks/3bFSmNUJZTN7jaY6qo0Zji,FALSE,She's My Kind Of Girl,NA,7,track,spotify:track:3bFSmNUJZTN7jaY6qo0Zji,https://open.spotify.com/track/3bFSmNUJZTN7jaY6qo0Zji,Thank You For The Music,F,major,F major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3fG66EBBPGC0yBhpXQs8l8,album,,1994-01-01,1994,day,0.445,0.758,9,-9.959,1,0.0897,0.00671,0.00221,0.093,0.612,167.405,0N9cdEO7B5CHew6Vr1BDS0,https://api.spotify.com/v1/audio-analysis/0N9cdEO7B5CHew6Vr1BDS0,4,,,4,261906,FALSE,https://api.spotify.com/v1/tracks/0N9cdEO7B5CHew6Vr1BDS0,FALSE,Medley: Pick A Bale Of Cotton,NA,8,track,spotify:track:0N9cdEO7B5CHew6Vr1BDS0,https://open.spotify.com/track/0N9cdEO7B5CHew6Vr1BDS0,Thank You For The Music,A,major,A major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3fG66EBBPGC0yBhpXQs8l8,album,,1994-01-01,1994,day,0.872,0.908,9,-10.419,1,0.0308,0.0221,0.00125,0.069,0.97,124.519,2EIjGvohTJJix95St4hPEw,https://api.spotify.com/v1/audio-analysis/2EIjGvohTJJix95St4hPEw,4,,,4,205866,FALSE,https://api.spotify.com/v1/tracks/2EIjGvohTJJix95St4hPEw,FALSE,You Owe Me One,NA,9,track,spotify:track:2EIjGvohTJJix95St4hPEw,https://open.spotify.com/track/2EIjGvohTJJix95St4hPEw,Thank You For The Music,A,major,A major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3fG66EBBPGC0yBhpXQs8l8,album,,1994-01-01,1994,day,0.368,0.803,5,-8.039,1,0.121,0.641,6.5e-5,0.97,0.282,115.447,0PLpcCFAeK8c8fWbeuTmBD,https://api.spotify.com/v1/audio-analysis/0PLpcCFAeK8c8fWbeuTmBD,4,,,4,517159,FALSE,https://api.spotify.com/v1/tracks/0PLpcCFAeK8c8fWbeuTmBD,FALSE,"Slipping Through My Fingers / Me And I - Live From Dick Cavett Meets Abba, Sveriges Television / 1981",NA,10,track,spotify:track:0PLpcCFAeK8c8fWbeuTmBD,https://open.spotify.com/track/0PLpcCFAeK8c8fWbeuTmBD,Thank You For The Music,F,major,F major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3fG66EBBPGC0yBhpXQs8l8,album,,1994-01-01,1994,day,0.444,0.538,7,-10.062,1,0.0885,0.251,5.77e-4,0.11,0.663,157.067,1Pz2XOS2h7dbIbYr07mGpn,https://api.spotify.com/v1/audio-analysis/1Pz2XOS2h7dbIbYr07mGpn,4,,,4,1410533,FALSE,https://api.spotify.com/v1/tracks/1Pz2XOS2h7dbIbYr07mGpn,FALSE,Abba Undeleted - Medley,NA,11,track,spotify:track:1Pz2XOS2h7dbIbYr07mGpn,https://open.spotify.com/track/1Pz2XOS2h7dbIbYr07mGpn,Thank You For The Music,G,major,G major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3fG66EBBPGC0yBhpXQs8l8,album,,1994-01-01,1994,day,0.482,0.816,2,-8.171,1,0.0405,0.642,0,0.272,0.851,146.366,4hZjYQ0oTfOsO1ktC1aNOy,https://api.spotify.com/v1/audio-analysis/4hZjYQ0oTfOsO1ktC1aNOy,4,,,4,160466,FALSE,https://api.spotify.com/v1/tracks/4hZjYQ0oTfOsO1ktC1aNOy,FALSE,Waterloo - French / Swedish Version,NA,12,track,spotify:track:4hZjYQ0oTfOsO1ktC1aNOy,https://open.spotify.com/track/4hZjYQ0oTfOsO1ktC1aNOy,Thank You For The Music,D,major,D major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3fG66EBBPGC0yBhpXQs8l8,album,,1994-01-01,1994,day,0.521,0.931,9,-7.284,1,0.0577,0.212,0,0.35,0.823,135.276,2ZrzfwyTUU09K5yGQDB6kl,https://api.spotify.com/v1/audio-analysis/2ZrzfwyTUU09K5yGQDB6kl,4,,,4,262000,FALSE,https://api.spotify.com/v1/tracks/2ZrzfwyTUU09K5yGQDB6kl,FALSE,Ring Ring - Swedish / Spanish / German Version,NA,13,track,spotify:track:2ZrzfwyTUU09K5yGQDB6kl,https://open.spotify.com/track/2ZrzfwyTUU09K5yGQDB6kl,Thank You For The Music,A,major,A major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3fG66EBBPGC0yBhpXQs8l8,album,,1994-01-01,1994,day,0.501,0.778,9,-7.574,1,0.0563,0.0893,0,0.696,0.73,138.133,0AjTbuFH8AiotTfbc69Ixb,https://api.spotify.com/v1/audio-analysis/0AjTbuFH8AiotTfbc69Ixb,4,,,4,177173,FALSE,https://api.spotify.com/v1/tracks/0AjTbuFH8AiotTfbc69Ixb,FALSE,Honey Honey - Swedish Version,NA,14,track,spotify:track:0AjTbuFH8AiotTfbc69Ixb,https://open.spotify.com/track/0AjTbuFH8AiotTfbc69Ixb,Thank You For The Music,A,major,A major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3JHZ83ohEBDLFQfbVfDHFh,album,,1981,1981,year,0.622,0.598,2,-9.79,1,0.0296,0.0744,2.99e-4,0.119,0.719,131.183,67ksoOt4k169munrwgTPjD,https://api.spotify.com/v1/audio-analysis/67ksoOt4k169munrwgTPjD,4,,,1,348760,FALSE,https://api.spotify.com/v1/tracks/67ksoOt4k169munrwgTPjD,FALSE,The Visitors,NA,1,track,spotify:track:67ksoOt4k169munrwgTPjD,https://open.spotify.com/track/67ksoOt4k169munrwgTPjD,The Visitors,D,major,D major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3JHZ83ohEBDLFQfbVfDHFh,album,,1981,1981,year,0.828,0.747,1,-6.839,0,0.035,0.537,5.05e-6,0.137,0.767,121.43,0sI9HAbEJn1eqWsxyFsf1I,https://api.spotify.com/v1/audio-analysis/0sI9HAbEJn1eqWsxyFsf1I,4,,,1,228266,FALSE,https://api.spotify.com/v1/tracks/0sI9HAbEJn1eqWsxyFsf1I,FALSE,Head Over Heels,NA,2,track,spotify:track:0sI9HAbEJn1eqWsxyFsf1I,https://open.spotify.com/track/0sI9HAbEJn1eqWsxyFsf1I,The Visitors,C#,minor,C# minor
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3JHZ83ohEBDLFQfbVfDHFh,album,,1981,1981,year,0.723,0.679,2,-7.517,1,0.0357,0.424,5.6e-5,0.317,0.71,126.028,6tlF4uh34QXqq81XrIyO0O,https://api.spotify.com/v1/audio-analysis/6tlF4uh34QXqq81XrIyO0O,4,,,1,198066,FALSE,https://api.spotify.com/v1/tracks/6tlF4uh34QXqq81XrIyO0O,FALSE,When All Is Said And Done,NA,3,track,spotify:track:6tlF4uh34QXqq81XrIyO0O,https://open.spotify.com/track/6tlF4uh34QXqq81XrIyO0O,The Visitors,D,major,D major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3JHZ83ohEBDLFQfbVfDHFh,album,,1981,1981,year,0.551,0.636,9,-7.846,1,0.0264,0.186,7.58e-5,0.0552,0.887,89.155,6ZWLyNeazMJ3wZ3J0oDKtD,https://api.spotify.com/v1/audio-analysis/6ZWLyNeazMJ3wZ3J0oDKtD,3,,,1,280533,FALSE,https://api.spotify.com/v1/tracks/6ZWLyNeazMJ3wZ3J0oDKtD,FALSE,Soldiers,NA,4,track,spotify:track:6ZWLyNeazMJ3wZ3J0oDKtD,https://open.spotify.com/track/6ZWLyNeazMJ3wZ3J0oDKtD,The Visitors,A,major,A major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3JHZ83ohEBDLFQfbVfDHFh,album,,1981,1981,year,0.412,0.273,0,-9.561,0,0.0318,0.81,9.86e-6,0.0697,0.179,129.855,3dOfwsg6bOnZcPO7WPhR2g,https://api.spotify.com/v1/audio-analysis/3dOfwsg6bOnZcPO7WPhR2g,3,,,1,322533,FALSE,https://api.spotify.com/v1/tracks/3dOfwsg6bOnZcPO7WPhR2g,FALSE,I Let The Music Speak,NA,5,track,spotify:track:3dOfwsg6bOnZcPO7WPhR2g,https://open.spotify.com/track/3dOfwsg6bOnZcPO7WPhR2g,The Visitors,C,minor,C minor
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3JHZ83ohEBDLFQfbVfDHFh,album,,1981,1981,year,0.65,0.552,7,-8.53,1,0.0381,0.509,2.44e-4,0.035,0.856,82.217,1lJnJEccctzI7FvwvtAt8r,https://api.spotify.com/v1/audio-analysis/1lJnJEccctzI7FvwvtAt8r,4,,,1,239119,FALSE,https://api.spotify.com/v1/tracks/1lJnJEccctzI7FvwvtAt8r,FALSE,One Of Us,NA,6,track,spotify:track:1lJnJEccctzI7FvwvtAt8r,https://open.spotify.com/track/1lJnJEccctzI7FvwvtAt8r,The Visitors,G,major,G major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3JHZ83ohEBDLFQfbVfDHFh,album,,1981,1981,year,0.685,0.489,2,-9.869,1,0.032,0.32,0.0132,0.25,0.68,112.431,4Dm7mi1fhPqiJzZpiHgYkY,https://api.spotify.com/v1/audio-analysis/4Dm7mi1fhPqiJzZpiHgYkY,4,,,1,218333,FALSE,https://api.spotify.com/v1/tracks/4Dm7mi1fhPqiJzZpiHgYkY,FALSE,Two For The Price Of One,NA,7,track,spotify:track:4Dm7mi1fhPqiJzZpiHgYkY,https://open.spotify.com/track/4Dm7mi1fhPqiJzZpiHgYkY,The Visitors,D,major,D major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3JHZ83ohEBDLFQfbVfDHFh,album,,1981,1981,year,0.473,0.424,5,-9.143,1,0.03,0.769,2.99e-5,0.237,0.275,137.039,4OkSYRRFb3UMXtTj1SnBOR,https://api.spotify.com/v1/audio-analysis/4OkSYRRFb3UMXtTj1SnBOR,4,,,1,235682,FALSE,https://api.spotify.com/v1/tracks/4OkSYRRFb3UMXtTj1SnBOR,FALSE,Slipping Through My Fingers,NA,8,track,spotify:track:4OkSYRRFb3UMXtTj1SnBOR,https://open.spotify.com/track/4OkSYRRFb3UMXtTj1SnBOR,The Visitors,F,major,F major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3JHZ83ohEBDLFQfbVfDHFh,album,,1981,1981,year,0.542,0.139,5,-19.019,1,0.0359,0.688,2.22e-5,0.38,0.263,107.15,6NCPMIbstQb2JYhrzNyMsU,https://api.spotify.com/v1/audio-analysis/6NCPMIbstQb2JYhrzNyMsU,4,,,1,214746,FALSE,https://api.spotify.com/v1/tracks/6NCPMIbstQb2JYhrzNyMsU,FALSE,Like An Angel Passing Through My Room,NA,9,track,spotify:track:6NCPMIbstQb2JYhrzNyMsU,https://open.spotify.com/track/6NCPMIbstQb2JYhrzNyMsU,The Visitors,F,major,F major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3JHZ83ohEBDLFQfbVfDHFh,album,,1981,1981,year,0.764,0.538,10,-10.562,1,0.0289,0.257,0.0403,0.101,0.538,105.78,7bQgQ7FitDry8EWU9zP4XP,https://api.spotify.com/v1/audio-analysis/7bQgQ7FitDry8EWU9zP4XP,4,,,1,272173,FALSE,https://api.spotify.com/v1/tracks/7bQgQ7FitDry8EWU9zP4XP,FALSE,Should I Laugh Or Cry,NA,10,track,spotify:track:7bQgQ7FitDry8EWU9zP4XP,https://open.spotify.com/track/7bQgQ7FitDry8EWU9zP4XP,The Visitors,A#,major,A# major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3JHZ83ohEBDLFQfbVfDHFh,album,,1981,1981,year,0.809,0.532,0,-9.695,0,0.0304,0.0226,0.00222,0.0752,0.731,107.554,4NgsH7iWjMeVQ7Fyj87g8M,https://api.spotify.com/v1/audio-analysis/4NgsH7iWjMeVQ7Fyj87g8M,4,,,1,353293,FALSE,https://api.spotify.com/v1/tracks/4NgsH7iWjMeVQ7Fyj87g8M,FALSE,The Day Before You Came,NA,11,track,spotify:track:4NgsH7iWjMeVQ7Fyj87g8M,https://open.spotify.com/track/4NgsH7iWjMeVQ7Fyj87g8M,The Visitors,C,minor,C minor
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3JHZ83ohEBDLFQfbVfDHFh,album,,1981,1981,year,0.414,0.49,0,-7.679,1,0.0365,0.737,0,0.0577,0.423,159.722,10lwFI0tLVym2OZCIgFcrw,https://api.spotify.com/v1/audio-analysis/10lwFI0tLVym2OZCIgFcrw,3,,,1,296704,FALSE,https://api.spotify.com/v1/tracks/10lwFI0tLVym2OZCIgFcrw,FALSE,Cassandra,NA,12,track,spotify:track:10lwFI0tLVym2OZCIgFcrw,https://open.spotify.com/track/10lwFI0tLVym2OZCIgFcrw,The Visitors,C,major,C major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3JHZ83ohEBDLFQfbVfDHFh,album,,1981,1981,year,0.887,0.682,4,-7.795,1,0.0436,0.195,0.0503,0.0623,0.962,115.7,4PpCNwu53S3LXlwndoVgw5,https://api.spotify.com/v1/audio-analysis/4PpCNwu53S3LXlwndoVgw5,4,,,1,231733,FALSE,https://api.spotify.com/v1/tracks/4PpCNwu53S3LXlwndoVgw5,FALSE,Under Attack,NA,13,track,spotify:track:4PpCNwu53S3LXlwndoVgw5,https://open.spotify.com/track/4PpCNwu53S3LXlwndoVgw5,The Visitors,E,major,E major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,5GByGaws7Cw0t28kjvAOzV,album,,1981,1981,year,0.626,0.44,2,-15.532,1,0.0305,0.0821,6.04e-4,0.0659,0.727,131.175,4lC9s3vwDa16w2G33KfF9C,https://api.spotify.com/v1/audio-analysis/4lC9s3vwDa16w2G33KfF9C,4,,,1,347706,FALSE,https://api.spotify.com/v1/tracks/4lC9s3vwDa16w2G33KfF9C,FALSE,The Visitors,NA,1,track,spotify:track:4lC9s3vwDa16w2G33KfF9C,https://open.spotify.com/track/4lC9s3vwDa16w2G33KfF9C,The Visitors (Deluxe Edition),D,major,D major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,5GByGaws7Cw0t28kjvAOzV,album,,1981,1981,year,0.829,0.535,1,-13.229,0,0.0385,0.601,4.42e-5,0.107,0.794,121.569,5boJKR3VLBW0dc5167wKDE,https://api.spotify.com/v1/audio-analysis/5boJKR3VLBW0dc5167wKDE,4,,,1,228693,FALSE,https://api.spotify.com/v1/tracks/5boJKR3VLBW0dc5167wKDE,FALSE,Head Over Heels,NA,2,track,spotify:track:5boJKR3VLBW0dc5167wKDE,https://open.spotify.com/track/5boJKR3VLBW0dc5167wKDE,The Visitors (Deluxe Edition),C#,minor,C# minor
ABBA,0LcJLqbBmaGUft1e9Mm8HV,5GByGaws7Cw0t28kjvAOzV,album,,1981,1981,year,0.715,0.456,2,-14.894,1,0.036,0.47,4.72e-5,0.281,0.75,126.185,43T696K5X1s1mtxIuuUvvz,https://api.spotify.com/v1/audio-analysis/43T696K5X1s1mtxIuuUvvz,4,,,1,198586,FALSE,https://api.spotify.com/v1/tracks/43T696K5X1s1mtxIuuUvvz,FALSE,When All Is Said And Done,NA,3,track,spotify:track:43T696K5X1s1mtxIuuUvvz,https://open.spotify.com/track/43T696K5X1s1mtxIuuUvvz,The Visitors (Deluxe Edition),D,major,D major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,5GByGaws7Cw0t28kjvAOzV,album,,1981,1981,year,0.56,0.441,9,-14.907,1,0.0266,0.201,1.55e-4,0.0462,0.923,88.515,6TI91Un4sxz3ehEhguwKuc,https://api.spotify.com/v1/audio-analysis/6TI91Un4sxz3ehEhguwKuc,3,,,1,280813,FALSE,https://api.spotify.com/v1/tracks/6TI91Un4sxz3ehEhguwKuc,FALSE,Soldiers,NA,4,track,spotify:track:6TI91Un4sxz3ehEhguwKuc,https://open.spotify.com/track/6TI91Un4sxz3ehEhguwKuc,The Visitors (Deluxe Edition),A,major,A major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,5GByGaws7Cw0t28kjvAOzV,album,,1981,1981,year,0.388,0.177,0,-14.238,0,0.0296,0.82,1.65e-5,0.0613,0.197,80.378,1TaDWN9kixXxE7eYx1Cctd,https://api.spotify.com/v1/audio-analysis/1TaDWN9kixXxE7eYx1Cctd,4,,,1,321346,FALSE,https://api.spotify.com/v1/tracks/1TaDWN9kixXxE7eYx1Cctd,FALSE,I Let The Music Speak,NA,5,track,spotify:track:1TaDWN9kixXxE7eYx1Cctd,https://open.spotify.com/track/1TaDWN9kixXxE7eYx1Cctd,The Visitors (Deluxe Edition),C,minor,C minor
ABBA,0LcJLqbBmaGUft1e9Mm8HV,5GByGaws7Cw0t28kjvAOzV,album,,1981,1981,year,0.652,0.397,7,-15.245,1,0.0385,0.478,9.46e-4,0.0679,0.858,82.235,40IHflbrHcOuC8ZcYxUSAC,https://api.spotify.com/v1/audio-analysis/40IHflbrHcOuC8ZcYxUSAC,4,,,1,237013,FALSE,https://api.spotify.com/v1/tracks/40IHflbrHcOuC8ZcYxUSAC,FALSE,One Of Us,NA,6,track,spotify:track:40IHflbrHcOuC8ZcYxUSAC,https://open.spotify.com/track/40IHflbrHcOuC8ZcYxUSAC,The Visitors (Deluxe Edition),G,major,G major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,5GByGaws7Cw0t28kjvAOzV,album,,1981,1981,year,0.69,0.324,2,-16.545,1,0.0359,0.477,0.208,0.323,0.739,112.435,1vOgunupwdkhGjoB7SK2Va,https://api.spotify.com/v1/audio-analysis/1vOgunupwdkhGjoB7SK2Va,4,,,1,217706,FALSE,https://api.spotify.com/v1/tracks/1vOgunupwdkhGjoB7SK2Va,FALSE,Two For The Price Of One,NA,7,track,spotify:track:1vOgunupwdkhGjoB7SK2Va,https://open.spotify.com/track/1vOgunupwdkhGjoB7SK2Va,The Visitors (Deluxe Edition),D,major,D major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,5GByGaws7Cw0t28kjvAOzV,album,,1981,1981,year,0.475,0.26,5,-15.997,1,0.0322,0.796,0.0016,0.109,0.339,137.212,6TvxPS4fj4LUdjw2es4g21,https://api.spotify.com/v1/audio-analysis/6TvxPS4fj4LUdjw2es4g21,4,,,1,233720,FALSE,https://api.spotify.com/v1/tracks/6TvxPS4fj4LUdjw2es4g21,FALSE,Slipping Through My Fingers,NA,8,track,spotify:track:6TvxPS4fj4LUdjw2es4g21,https://open.spotify.com/track/6TvxPS4fj4LUdjw2es4g21,The Visitors (Deluxe Edition),F,major,F major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,5GByGaws7Cw0t28kjvAOzV,album,,1981,1981,year,0.458,0.0408,5,-27.446,1,0.0392,0.685,2.06e-5,0.391,0.268,107.237,08rAnrICc7QJl2FxaW45WO,https://api.spotify.com/v1/audio-analysis/08rAnrICc7QJl2FxaW45WO,4,,,1,214666,FALSE,https://api.spotify.com/v1/tracks/08rAnrICc7QJl2FxaW45WO,FALSE,Like An Angel Passing Through My Room,NA,9,track,spotify:track:08rAnrICc7QJl2FxaW45WO,https://open.spotify.com/track/08rAnrICc7QJl2FxaW45WO,The Visitors (Deluxe Edition),F,major,F major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,5GByGaws7Cw0t28kjvAOzV,album,,1981,1981,year,0.757,0.398,10,-15.444,1,0.0289,0.243,0.0649,0.182,0.598,105.867,4ogNDyqRuHvv3qADGiCazn,https://api.spotify.com/v1/audio-analysis/4ogNDyqRuHvv3qADGiCazn,4,,,1,272333,FALSE,https://api.spotify.com/v1/tracks/4ogNDyqRuHvv3qADGiCazn,FALSE,Should I Laugh Or Cry - Intro Version,NA,10,track,spotify:track:4ogNDyqRuHvv3qADGiCazn,https://open.spotify.com/track/4ogNDyqRuHvv3qADGiCazn,The Visitors (Deluxe Edition),A#,major,A# major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,5GByGaws7Cw0t28kjvAOzV,album,,1981,1981,year,0.797,0.654,9,-12.652,1,0.0389,0.206,0.00214,0.0641,0.963,134.055,0nH4SKCFlfnypKLKlNBT1c,https://api.spotify.com/v1/audio-analysis/0nH4SKCFlfnypKLKlNBT1c,4,,,1,244240,FALSE,https://api.spotify.com/v1/tracks/0nH4SKCFlfnypKLKlNBT1c,FALSE,I Am The City,NA,11,track,spotify:track:0nH4SKCFlfnypKLKlNBT1c,https://open.spotify.com/track/0nH4SKCFlfnypKLKlNBT1c,The Visitors (Deluxe Edition),A,major,A major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,5GByGaws7Cw0t28kjvAOzV,album,,1981,1981,year,0.874,0.91,9,-11.604,1,0.0336,0.0807,1.46e-4,0.0743,0.965,124.774,1HmwvKA2TLUh5QlY7QGLzt,https://api.spotify.com/v1/audio-analysis/1HmwvKA2TLUh5QlY7QGLzt,4,,,1,210413,FALSE,https://api.spotify.com/v1/tracks/1HmwvKA2TLUh5QlY7QGLzt,FALSE,You Owe Me One,NA,12,track,spotify:track:1HmwvKA2TLUh5QlY7QGLzt,https://open.spotify.com/track/1HmwvKA2TLUh5QlY7QGLzt,The Visitors (Deluxe Edition),A,major,A major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,5GByGaws7Cw0t28kjvAOzV,album,,1981,1981,year,0.325,0.347,0,-12.62,1,0.0431,0.718,0,0.071,0.424,160.277,5Qawpf7n2qDIcTaBDK67Sb,https://api.spotify.com/v1/audio-analysis/5Qawpf7n2qDIcTaBDK67Sb,3,,,1,292280,FALSE,https://api.spotify.com/v1/tracks/5Qawpf7n2qDIcTaBDK67Sb,FALSE,Cassandra,NA,13,track,spotify:track:5Qawpf7n2qDIcTaBDK67Sb,https://open.spotify.com/track/5Qawpf7n2qDIcTaBDK67Sb,The Visitors (Deluxe Edition),C,major,C major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,5GByGaws7Cw0t28kjvAOzV,album,,1981,1981,year,0.887,0.463,4,-15.301,1,0.0546,0.216,0.0362,0.0904,0.962,115.935,3MsQJQPi172pXgXcYGlenx,https://api.spotify.com/v1/audio-analysis/3MsQJQPi172pXgXcYGlenx,4,,,1,227640,FALSE,https://api.spotify.com/v1/tracks/3MsQJQPi172pXgXcYGlenx,FALSE,Under Attack,NA,14,track,spotify:track:3MsQJQPi172pXgXcYGlenx,https://open.spotify.com/track/3MsQJQPi172pXgXcYGlenx,The Visitors (Deluxe Edition),E,major,E major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,5GByGaws7Cw0t28kjvAOzV,album,,1981,1981,year,0.801,0.388,0,-14.594,0,0.0354,0.0498,0.00421,0.0525,0.736,108.071,6W26h4KbGUnEaav5VWIyJm,https://api.spotify.com/v1/audio-analysis/6W26h4KbGUnEaav5VWIyJm,4,,,1,349080,FALSE,https://api.spotify.com/v1/tracks/6W26h4KbGUnEaav5VWIyJm,FALSE,The Day Before You Came,NA,15,track,spotify:track:6W26h4KbGUnEaav5VWIyJm,https://open.spotify.com/track/6W26h4KbGUnEaav5VWIyJm,The Visitors (Deluxe Edition),C,minor,C minor
ABBA,0LcJLqbBmaGUft1e9Mm8HV,5GByGaws7Cw0t28kjvAOzV,album,,1981,1981,year,0.4,0.178,7,-16.762,1,0.0351,0.72,7.94e-6,0.3,0.208,120.098,5kRtxsw0JGktZ4fkeXCLlh,https://api.spotify.com/v1/audio-analysis/5kRtxsw0JGktZ4fkeXCLlh,4,,,1,547880,FALSE,https://api.spotify.com/v1/tracks/5kRtxsw0JGktZ4fkeXCLlh,FALSE,From A Twinkling Star To A Passing Angel - Demo Medley,NA,16,track,spotify:track:5kRtxsw0JGktZ4fkeXCLlh,https://open.spotify.com/track/5kRtxsw0JGktZ4fkeXCLlh,The Visitors (Deluxe Edition),G,major,G major
ABBA,0LcJLqbBmaGUft1e9Mm8HV,3ZdkT5buYFi1WQaB0XNNtf,album,,1980,1980,year,0.764,0.626,0,-8.274,1,0.0288,0.457,6.35e-6,0.201,0.961,118.34,0J2p4KYdr6Mg4ET6JPlbe1,https://api.spotify.com/v1/audio-analysis/0J2p4KYdr6Mg4ET6JPlbe1,4,,,1,252853,FALSE,https://api.spotify.com/v1/tracks/0J2p4KYdr6Mg4ET6JPlbe1,FALSE,Super Trouper,NA,1,track,spotify:track:0J2p4KYdr6Mg4ET6JPlbe1,https://open.spotify.com/track/0J2p4KYdr6Mg4ET6JPlbe1,Super Trouper,C,major,C major
